tipo,nodo_padre,nombre_grupo_investigacion,sigla_grupo_investigacion,titulo,autor_1,autor_2,autor_3,autor_4,autor_5,issn,isbn,revista,ano
"Producción en arte, arquitectura y diseño",,Praxis Musical,,"Nombre del Producto: Dios habla, Fecha de creación: Febrero de 2023                   
                Disciplina o ámbito de origen: Humanidades -- Arte -- Música y musicología Instancias de valoración Nombre del espacio o evento: XVI Encuentro Nacional de Grupos y Coros Adventistas , Fecha de presentación: 2023-10-13, Entidad convocante 1: Corporación Universitaria Adventista",,,,,,,,,2023
"Producción en arte, arquitectura y diseño",,Praxis Musical,,"Nombre del Producto: Mapalao, Fantasia sobre Aires del Caribe y el Pacifico Colombiano, Fecha de creación: Noviembre de 2022                   
                Disciplina o ámbito de origen: Humanidades -- Arte -- Música y musicología Instancias de valoración Nombre del espacio o evento: XI Concurso Nacional del Bambuco de San Pedro de los Milagros, Fecha de presentación: 2022-11-05, Entidad convocante 1: Administración Municipal de San Pedro de los Milagros",,,,,,,,,2022
"Producción en arte, arquitectura y diseño",,Praxis Musical,,"Nombre del Producto: Guitarra contemporanea latinoamericana, Fecha de creación: Noviembre de 2022                   
                Disciplina o ámbito de origen: Humanidades -- Arte -- Música y musicología Instancias de valoración Nombre del espacio o evento: XVIl Encuentro Internacional de Música Bellas Artes - Sam Houston State University, Fecha de presentación: 2022-11-17, Entidad convocante 1: Fundación Universitaria Bellas Artes",,,,,,,,,2022
"Producción en arte, arquitectura y diseño",,Praxis Musical,,"Nombre del Producto: Concierto de Tango, Fecha de creación: Octubre de 2022                   
                Disciplina o ámbito de origen: Humanidades -- Arte -- Música y musicología Instancias de valoración Nombre del espacio o evento: BeJazz Artes Fest, Fecha de presentación: 2022-10-27, Entidad convocante 1: Fundación Universitaria Bellas Artes",,,,,,,,,2022
"Producción en arte, arquitectura y diseño",,Praxis Musical,,"Nombre del Producto: Bambucadium, Rapsodia sobre la Cosmogon?a del bambuco, Fecha de creación: Septiembre de 2022                   
                Disciplina o ámbito de origen: Humanidades -- Arte -- Música y musicología Instancias de valoración Nombre del espacio o evento: XVI CONCURSO NACIONAL DEL BAMBUCO INEDITO PARA BANDAS MUSICALES, Fecha de presentación: 2022-09-24, Entidad convocante 1: Alcaldia Municipal de Tocancipá - Secretaria de Educación
                
                Nombre del espacio o evento: XXI Festival Coral Internacional de Medellin Jose Maria Bravo Marquez, Fecha de presentación: 2022-09-11, Entidad convocante 1: Corporacion Ensamble Vocal de Medellin",,,,,,,,,2022
"Producción en arte, arquitectura y diseño",,Praxis Musical,,"Nombre del Producto: Ritmos Colombianos, Fecha de creación: Agosto de 2022                   
                Disciplina o ámbito de origen: Humanidades -- Arte -- Música y musicología Instancias de valoración Nombre del espacio o evento: XVII Versi¿n Internacional online Conciertos de Coros Los Andes, Chile. , Fecha de presentación: 2022-11-21, Entidad convocante 1: Conciertos de Coros los Andes Chile",,,,,,,,,2022
"Producción en arte, arquitectura y diseño",,Praxis Musical,,"Nombre del Producto: La gata golosa pasillo de Fulgencio Garc¿, Fecha de creación: Julio de 2022                   
                Disciplina o ámbito de origen: Humanidades -- Arte -- Música y musicología Instancias de valoración Nombre del espacio o evento: Festival Hatoviejo Cotrafa, Fecha de presentación: 2022-07-22, Entidad convocante 1: FESTIVAL HATO VIEJO COTRAFA
                
                Nombre del espacio o evento: XVIII Festival Coral Internacional de Medellin, Fecha de presentación: 2019-07-01, Entidad convocante 1: Corporacion Ensamble Vocal de Medellin",,,,,,,,,2022
"Producción en arte, arquitectura y diseño",,Praxis Musical,,"Nombre del Producto: La Madre de Agua, Fecha de creación: Julio de 2022                   
                Disciplina o ámbito de origen: Humanidades -- Arte -- Música y musicología Instancias de valoración Nombre del espacio o evento: Grant Park Music Festival, Fecha de presentación: 2022-07-15, Entidad convocante 1: Grant Park Music Festival",,,,,,,,,2022
"Producción en arte, arquitectura y diseño",,Praxis Musical,,"Nombre del Producto: Orar Cantando, Fecha de creación: Mayo de 2022                   
                Disciplina o ámbito de origen: Humanidades -- Arte -- Música y musicología Instancias de valoración Nombre del espacio o evento: III Versi¿n Internacional Coral Orar Cantando por la Paz , Fecha de presentación: 2022-06-24, Entidad convocante 1: Conciertos de Coros los Andes Chile",,,,,,,,,2022
"Producción en arte, arquitectura y diseño",,Praxis Musical,,"Nombre del Producto: Ecos de la Memoria, Fecha de creación: Febrero de 2022                   
                Disciplina o ámbito de origen: Humanidades -- Arte -- Música y musicología Instancias de valoración Nombre del espacio o evento: Power to the people, Fecha de presentación: 2022-06-04, Entidad convocante 1: Los Angeles Philharmonic Orchestra",,,,,,,,,2022
"Producción en arte, arquitectura y diseño",,Praxis Musical,,"Nombre del Producto: My spirit sang all day, Fecha de creación: Febrero de 2022                   
                Disciplina o ámbito de origen: Humanidades -- Arte -- Música y musicología Instancias de valoración Nombre del espacio o evento: XVI CONCURSO NACIONAL DEL BAMBUCO INEDITO PARA BANDAS MUSICALES, Fecha de presentación: 2022-09-24, Entidad convocante 1: Alcaldia Municipal de Tocancipá - Secretaria de Educación
                
                Nombre del espacio o evento: XXI Festival Coral Internacional de Medellin Jose Maria Bravo Marquez, Fecha de presentación: 2022-09-11, Entidad convocante 1: Corporacion Ensamble Vocal de Medellin",,,,,,,,,2022
"Producción en arte, arquitectura y diseño",,Praxis Musical,,"Nombre del Producto: Remembranzas, Fecha de creación: Febrero de 2022                   
                Disciplina o ámbito de origen: Humanidades -- Arte -- Música y musicología Instancias de valoración Nombre del espacio o evento: V Festival de coros metropolitanos UNAC, Fecha de presentación: 2022-09-22, Entidad convocante 1: Corporación Universitaria Adventista",,,,,,,,,2022
"Producción en arte, arquitectura y diseño",,Praxis Musical,,"Nombre del Producto: Let Everything that hath breath, Fecha de creación: Febrero de 2022                   
                Disciplina o ámbito de origen: Humanidades -- Arte -- Música y musicología Instancias de valoración Nombre del espacio o evento: XII concurso nacional del bambuco de San Pedro de los Milagros, Fecha de presentación: 2023-11-11, Entidad convocante 1: Administración Municipal de San Pedro de los Milagros
                
                Nombre del espacio o evento: XV Encuentro Nacional de Grupos y Coros Adventistas, Fecha de presentación: 2022-11-05, Entidad convocante 1: Corporación Universitaria Adventista",,,,,,,,,2022
"Producción en arte, arquitectura y diseño",,Praxis Musical,,"Nombre del Producto: Mes¿as, Fecha de creación: Febrero de 2022                   
                Disciplina o ámbito de origen: Humanidades -- Arte -- Música y musicología Instancias de valoración Nombre del espacio o evento: XV Encuentro Nacional de Grupos y Coros Adventistas, Fecha de presentación: 2022-11-04, Entidad convocante 1: Corporación Universitaria Adventista",,,,,,,,,2022
"Producción en arte, arquitectura y diseño",,Praxis Musical,,"Nombre del Producto: Colombia tierra querida, Fecha de creación: Febrero de 2022                   
                Disciplina o ámbito de origen: Humanidades -- Arte -- Música y musicología Instancias de valoración Nombre del espacio o evento: VII Festival Internacional de Coros Chiriqu¿ Canta ""Unidos cantemos a Viva Voz"", Fecha de presentación: 2022-11-24, Entidad convocante 1: Universidad Autonoma de Chiriqui",,,,,,,,,2022
"Producción en arte, arquitectura y diseño",,Praxis Musical,,"Nombre del Producto: Cantando por mi pais - Mar y Rio_3, Fecha de creación: Enero de 2022                   
                Disciplina o ámbito de origen: Humanidades -- Arte -- Música y musicología Instancias de valoración Nombre del espacio o evento: XXI Festival Coral Internacional de Medellin, Fecha de presentación: 2022-09-11, Entidad convocante 1: Corporacion Ensamble Vocal de Medellin",,,,,,,,,2022
"Producción en arte, arquitectura y diseño",,Praxis Musical,,"Nombre del Producto: Gira de Intercambio Coral Mexico - Colombia, Fecha de creación: Enero de 2022                   
                Disciplina o ámbito de origen: Humanidades -- Arte -- Música y musicología Instancias de valoración Nombre del espacio o evento: Gira Intercambio Coral Mexico-Colombia, Fecha de presentación: 2022-11-05, Entidad convocante 1: Instituto Superior de Música",,,,,,,,,2022
"Producción en arte, arquitectura y diseño",,Praxis Musical,,"Nombre del Producto: Navidad a la Colombiana - El aguinaldo, Fecha de creación: Septiembre de 2021                   
                Disciplina o ámbito de origen: Humanidades -- Arte -- Música y musicología Instancias de valoración Nombre del espacio o evento: XXI Festival Coral de Villancicos, Fecha de presentación: 2021-12-01, Entidad convocante 1: UNIVERSIDAD DE MEDELLIN",,,,,,,,,2021
"Producción en arte, arquitectura y diseño",,Praxis Musical,,"Nombre del Producto: Primer Lugar en Concurso Nacional con la Obra ""Angela ternura, caracterizacion de una escena pastoral en ritmo de bambuco"", Fecha de creación: Septiembre de 2021                   
                Disciplina o ámbito de origen: Humanidades -- Arte -- Música y musicología Instancias de valoración Nombre del espacio o evento: XV CONCURSO NACIONAL DEL BAMBUCO INEDITO PARA BANDAS MUSICALES DEL XXI FESTIVAL DE LA COLOMBIANIDAD, Fecha de presentación: 2021-09-25, Entidad convocante 1: Alcaldia Municipal de Tocancipá - Secretaria de Educación",,,,,,,,,2021
"Producción en arte, arquitectura y diseño",,Praxis Musical,,"Nombre del Producto: Bambuqueando, Fecha de creación: Septiembre de 2021                   
                Disciplina o ámbito de origen: Humanidades -- Arte -- Música y musicología Instancias de valoración Nombre del espacio o evento: XV CONCURSO NACIONAL DEL BAMBUCO INEDITO PARA BANDAS MUSICALES DEL XXI FESTIVAL DE LA COLOMBIANIDAD, Fecha de presentación: 2021-09-24, Entidad convocante 1: Alcaldia Municipal de Tocancipá - Secretaria de Educación",,,,,,,,,2021
"Producción en arte, arquitectura y diseño",,Praxis Musical,,"Nombre del Producto: Cantando por mi pais - Mar y rio_1, Fecha de creación: Enero de 2021                   
                Disciplina o ámbito de origen: Humanidades -- Arte -- Música y musicología Instancias de valoración Nombre del espacio o evento: XX Festival Coral Internacional de Medellin, Fecha de presentación: 2021-09-12, Entidad convocante 1: Corporacion Ensamble Vocal de Medellin",,,,,,,,,2021
"Producción en arte, arquitectura y diseño",,Praxis Musical,,"Nombre del Producto: Cantando por mi pais - Mar y rio_2, Fecha de creación: Enero de 2021                   
                Disciplina o ámbito de origen: Humanidades -- Arte -- Música y musicología Instancias de valoración Nombre del espacio o evento: Semana Coral Internacional , Fecha de presentación: 2021-10-21, Entidad convocante 1: Corporación para el desarrollo coral de Buga CORPACOROS",,,,,,,,,2021
"Producción en arte, arquitectura y diseño",,Praxis Musical,,"Nombre del Producto: Cantando por mi pais - Montaña y siembra_5, Fecha de creación: Enero de 2020                   
                Disciplina o ámbito de origen: Humanidades -- Arte -- Música y musicología Instancias de valoración Nombre del espacio o evento: World Music Contest, Fecha de presentación: 2013-07-14, Entidad convocante 1: WMC kerkrade
                
                Nombre del espacio o evento: 1er. Festival Caribe Inclusion - Cartagena , Fecha de presentación: 2020-10-08, Entidad convocante 1: Fundación LIVICOL",,,,,,,,,2020
"Producción en arte, arquitectura y diseño",,Praxis Musical,,"Nombre del Producto: Cantando por mi pais - Llano y selva_2, Fecha de creación: Enero de 2020                   
                Disciplina o ámbito de origen: Humanidades -- Arte -- Música y musicología Instancias de valoración Nombre del espacio o evento: Festival Canta BRASIL, Fecha de presentación: 2020-11-27, Entidad convocante 1: Festival Canta Brasil",,,,,,,,,2020
"Producción en arte, arquitectura y diseño",,Praxis Musical,,"Nombre del Producto: Cantando por mi pais - Montaña y siembra_4, Fecha de creación: Enero de 2020                   
                Disciplina o ámbito de origen: Humanidades -- Arte -- Música y musicología Instancias de valoración Nombre del espacio o evento: V Festival de Coros Infantiles y Juveniles La Cuerda - Bucaramanga, Fecha de presentación: 2020-08-07, Entidad convocante 1: Fundacion Cultural La Cuerda",,,,,,,,,2020
"Producción en arte, arquitectura y diseño",,Praxis Musical,,"Nombre del Producto: Cantando por mi pais - Llano y selva_4, Fecha de creación: Enero de 2020                   
                Disciplina o ámbito de origen: Humanidades -- Arte -- Música y musicología Instancias de valoración Nombre del espacio o evento: II Festival Internacional de Coros San Nicolas Canta Sin Fronteras MÉXICO, Fecha de presentación: 2020-12-01, Entidad convocante 1: San Nicolás de los Garza Gobierno Municipal",,,,,,,,,2020
"Producción en arte, arquitectura y diseño",,Praxis Musical,,"Nombre del Producto: Cantando por mi pais - Llano y selva_1, Fecha de creación: Enero de 2020                   
                Disciplina o ámbito de origen: Humanidades -- Arte -- Música y musicología Instancias de valoración Nombre del espacio o evento: 11th World Choir Festival On Musical GREECE, Fecha de presentación: 2021-05-08, Entidad convocante 1: World Choir On Festival",,,,,,,,,2020
"Producción en arte, arquitectura y diseño",,Praxis Musical,,"Nombre del Producto: Cantando por mi pais - Llano y selva_3, Fecha de creación: Enero de 2020                   
                Disciplina o ámbito de origen: Humanidades -- Arte -- Música y musicología Instancias de valoración Nombre del espacio o evento: VII Festival Internacional de Coros Por Eso cantamos juntos , Fecha de presentación: 2020-10-08, Entidad convocante 1: Fundación Coro Juvenil GIOIA - Pasto",,,,,,,,,2020
"Producción en arte, arquitectura y diseño",,Praxis Musical,,"Nombre del Producto: Navidad a la Colombiana - Las Velitas, Fecha de creación: Septiembre de 2019                   
                Disciplina o ámbito de origen: Humanidades -- Arte -- Música y musicología Instancias de valoración Nombre del espacio o evento: XIX Festival Coral de Villancicos, Fecha de presentación: 2019-12-04, Entidad convocante 1: UNIVERSIDAD DE MEDELLIN",,,,,,,,,2019
"Producción en arte, arquitectura y diseño",,Praxis Musical,,"Nombre del Producto: Cantando por mi pais - Montaña y siembra_1, Fecha de creación: Enero de 2019                   
                Disciplina o ámbito de origen: Humanidades -- Arte -- Música y musicología Instancias de valoración Nombre del espacio o evento: II Festival Coros Infantiles Wayra Voces del Viento ECUADOR, Fecha de presentación: 2019-04-26, Entidad convocante 1: Prefectura de Pichincha",,,,,,,,,2019
"Producción en arte, arquitectura y diseño",,Praxis Musical,,"Nombre del Producto: Cantando por mi pais - Montaña y siembra_2, Fecha de creación: Enero de 2019                   
                Disciplina o ámbito de origen: Humanidades -- Arte -- Música y musicología Instancias de valoración Nombre del espacio o evento: Festival Hatoviejo Cotrafa, Fecha de presentación: 2022-07-22, Entidad convocante 1: FESTIVAL HATO VIEJO COTRAFA
                
                Nombre del espacio o evento: XVIII Festival Coral Internacional de Medellin, Fecha de presentación: 2019-07-01, Entidad convocante 1: Corporacion Ensamble Vocal de Medellin",,,,,,,,,2019
"Producción en arte, arquitectura y diseño",,Praxis Musical,,"Nombre del Producto: Cantando por mi pais - Montaña y siembra_3, Fecha de creación: Enero de 2019                   
                Disciplina o ámbito de origen: Humanidades -- Arte -- Música y musicología Instancias de valoración Nombre del espacio o evento: 7 Encuentro Nacional de Coros Infantiles y Juveniles El Canto nos Une, Fecha de presentación: 2019-09-07, Entidad convocante 1: Fundación Cajita de Música",,,,,,,,,2019
"Producción en arte, arquitectura y diseño",,Praxis Musical,,"Nombre del Producto: DVD pala en un viaje Sinfonico, Fecha de creación: Octubre de 2013                   
                Disciplina o ámbito de origen: Humanidades -- Arte -- Música y musicología Instancias de valoración Nombre del espacio o evento: PROGRAMA NACIONAL DE ESTIMULOS MIN CULTURA, Fecha de presentación: 2013-10-25, Entidad convocante 1: Ministerio De Cultura De Colombia
                
                Nombre del espacio o evento: 13vo Festival de Cultura popular TRONADA ESPA?A, Fecha de presentación: 2024-10-19, Entidad convocante 1: Grup Cultural Garrigues",,,,,,,,,2013
"Producción en arte, arquitectura y diseño",,Praxis Musical,,"Nombre del Producto: Gira de conciertos ""Musica Colombiana en escenarios europeos"", Fecha de creación: Julio de 2013                   
                Disciplina o ámbito de origen: Humanidades -- Arte -- Música y musicología Instancias de valoración Nombre del espacio o evento: World Music Contest, Fecha de presentación: 2013-07-14, Entidad convocante 1: WMC kerkrade
                
                Nombre del espacio o evento: 1er. Festival Caribe Inclusion - Cartagena , Fecha de presentación: 2020-10-08, Entidad convocante 1: Fundación LIVICOL",,,,,,,,,2013
"Producción en arte, arquitectura y diseño",,Praxis Musical,,Industrias creativas y culturales,,,,,,,,,
"Producción en arte, arquitectura y diseño",,Praxis Musical,,Eventos Artísticos,,,,,,,,,
"Producción en arte, arquitectura y diseño",,Praxis Musical,,"Nombre del evento: Encuentro de Coros Alabemos juntos Fecha de inicio: 2022-09-17,Fecha de finalización: 2022-09-17 Descripción del evento: Hora: 4:00 pm. Número de coristas: 14. Público beneficiado: 330 presenciales y 211 virtuales. Observaciones:  Presentación del Coro de Cámara en eventos corales locales en el evento ""Alabemos Juntos"" organizado por la Iglesia Adventista de Oasis dirigido a la comunidad religiosa de Medellín. Concierto disponible en: min. 1:51:30. https://www.youtube.com/watch?v=0T_1JPVi7mE
Fotos del evento en: https://drive.google.com/drive/folders/19fXFEPOcVoMUSi0tcCcitr7DEntX8_YR",,,,,,,,,2022
"Producción en arte, arquitectura y diseño",,Praxis Musical,,"Nombre del evento: Concierto en el programa Un teatro para todos del Retiro Antioquia Fecha de inicio: 2022-09-16,Fecha de finalización: 2022-09-16 Descripción del evento: Hora: 7:00 pm. Número de coristas: 40. Público beneficiado: 50. Observaciones: Concierto realizado por el Coro Universitario UNAC en el Teatro Lázaro Villa Cadavid, El retiro, Antioquia. El evento busca el desarrollo cultural coral y religioso en el ámbito del valle de aburra propiciando espacios de encuentro y reconocimiento de las diferentes festividades culturales y religiosas. Fotos del evento en: https://drive.google.com/drive/folders/19fXFEPOcVoMUSi0tcCcitr7DEntX8_YR
Concierto disponible en: https://fb.watch/fAORuvSxW0/",,,,,,,,,2022
"Producción en arte, arquitectura y diseño",,Praxis Musical,,"Nombre del evento: Concierto El Mesías en la parroquia San Juan Apóstol Fecha de inicio: 2022-05-10,Fecha de finalización: 2022-05-10 Descripción del evento: Hora: 7:00 pm. Número de coristas: 40. Público beneficiado: 50. Observaciones: Concierto realizado por el Coro Universitario UNAC. El evento busca el desarrollo cultural coral y religioso en el ámbito del valle de aburra propiciando espacios de encuentro y reconocimiento de las diferentes festividades culturales y religiosas. Fotos del evento en: https://drive.google.com/drive/folders/19fXFEPOcVoMUSi0tcCcitr7DEntX8_YR",,,,,,,,,2022
"Producción en arte, arquitectura y diseño",,Praxis Musical,,"Nombre del evento: Corzi di perfezionamento guido alberto fano Fecha de inicio: 2015-07-06,Fecha de finalización: 2015-07-10 Descripción del evento: El ""Corzi di perfezionamento guido alberto fano"" es un evento realizado en la ciudad de Spilimbergo, italia, al cual asisten maestros y directores de distintas partes del mundo para intercambiar aprendizajes y experiencias dentro de las jornadas academicas del curso.

en 2015, conto con la participacion del maestro colombiano Hugo Andres Riaño, quien fue seleccionado por convocatoria publica realizada por el ministerio de cultura de colombia",,,,,,,,,2015
"Producción en arte, arquitectura y diseño",,Praxis Musical,,"Nombre del evento: World Music Contest - Kerkrade (Netherlands) Fecha de inicio: 2013-07-14,Fecha de finalización: 2013-07-28 Descripción del evento: El concurso internacional de Kerkrade se celebra cada cuatro años y es una de las citas más importantes del mundo en la que compiten las mejores bandas de música. Durante tres semanas, actuarán en esta ¿olimpiada¿ musical 200 formaciones (bandas de música civiles, bandas militares, orquestas, conjuntos de percusión¿) que atraerán a 500.000 visitantes a diversas ciudades holandesas que brindan 

La Banda sinfonica Juvenil de la Red de Escuelas de Musica de Medellin bajo la Direccion del maestro Colombiano Hugo Andres Riaño Angel actuara aye invitada por la organización del prestigioso World Music Contest (WMC) de Kerkrade (Holanda) al programa WMC Young Generation ofreciendo un concierto en la ciudad de Eijsden al que le siguen uno en Voerendaal esta tarde y otro en Hasselt (Bélgica).",,,,,,,,,2013
"Producción en arte, arquitectura y diseño",,Praxis Musical,,"Nombre del evento: Festival de bandas de musica Catalanas Fecha de inicio: 2013-07-13,Fecha de finalización: 2013-07-14 Descripción del evento: El FEstival de bandas de musica catalanas, es un evento creado por la federacion catalana de sociedades musicales, en el cual actuan las bandas sinfonicas pertenecientes a la federacion y ofrecen conciertos, talleres, charlas y demas espacios de divulgacion cultural

el XII conto como invitado internaciona a la Banda sinfonica juvenil de la red de escuelas de musica de medellin bajo la direccion del maestro colombiano Hugo Andres Riaño",,,,,,,,,2013
"Producción en arte, arquitectura y diseño",,Praxis Musical,,Talleres de Creación,,,,,,,,,
Curso de Corta Duración Dictados,Formación del Recurso Humano,Praxis Musical,,"1.- Extensión extracurricular : Curso Virtual Musicografía Braille Nivel 1 2 y 3 Colombia, 2022, 
                Idioma: Español, Medio de divulgación: Papel Sitio web: , Participación como Organizador, 
                Duración (semanas): 5, Finalidad: Formación en Musicografía Braille a estudiantes y docentes de música, con y sin discapacidad visual Lugar: Colombia (Virtual), Institución financiadora: Corporación Artística Azul Ilusión",MONICA PEREZ VALDERRAMA,,,,,,,,2022
Curso de Corta Duración Dictados,Formación del Recurso Humano,Praxis Musical,,"2.- Extensión extracurricular : Curso Virtual Musicografía Braille Nivel 1, 2 y 3 Colombia, 2022, 
                Idioma: Español, Medio de divulgación: Papel Sitio web: , Participación como Organizador, 
                Duración (semanas): 5, Finalidad: Formación en Musicografía Braille a estudiantes y docentes de música, con y sin discapacidad visual Lugar: Colombia (Virtual), Institución financiadora: Corporación Artística Azul Ilusión",MONICA PEREZ VALDERRAMA,,,,,,,,2022
Curso de Corta Duración Dictados,Formación del Recurso Humano,Praxis Musical,,"3.- Extensión extracurricular : Curso Virtual Musicografía Braille Nivel 2 Colombia, 2021, 
                Idioma: Español, Medio de divulgación: Internet Sitio web: , Participación como Organizador, 
                Duración (semanas): 5, Finalidad: Formación en Musicografía Braille a estudiantes y docentes de música, con y sin discapacidad visual nivel intermedio Lugar: Colombia (Virtual), Institución financiadora: Corporación Artística Azul Ilusión",MONICA PEREZ VALDERRAMA,,,,,,,,2021
Curso de Corta Duración Dictados,Formación del Recurso Humano,Praxis Musical,,"4.- Extensión extracurricular : Curso Virtual Musicografía Braille Colombia, 2021, 
                Idioma: Español, Medio de divulgación: Internet Sitio web: , Participación como Organizador, 
                Duración (semanas): 5, Finalidad: Formación en Musicografía Braille a estudiantes y docentes de música, con y sin discapacidad visual Lugar: Colombia (Virtual), Institución financiadora: Corporación Artística Azul Ilusión",MONICA PEREZ VALDERRAMA,,,,,,,,2021
Curso de Corta Duración Dictados,Formación del Recurso Humano,Praxis Musical,,"5.- Extensión extracurricular : Curso Virtual Musicografía Braille Colombia, 2020, 
                Idioma: Español, Medio de divulgación: Internet Sitio web: , Participación como Organizador, 
                Duración (semanas): 5, Finalidad: Formación en Musicografía Braille a estudiantes y docentes de música, con y sin discapacidad visual Lugar: Colombia (Virtual), Institución financiadora: Corporación Artística Azul Ilusión",MONICA PEREZ VALDERRAMA,,,,,,,,2020
Curso de Corta Duración Dictados,Formación del Recurso Humano,Praxis Musical,,"6.- Extensión extracurricular : I Encuentro de Directores de colegios Adventistas de colombia y Venezuela Colombia, 2011, 
                Idioma: Español, Medio de divulgación: Papel Sitio web: , Participación como Docente, 
                Duración (semanas): 1, Finalidad: Capacitación sobre la imprtancia de la música en el currículo escolar Lugar: Corporación universitaria adventista, Institución financiadora",NELSON JAVIER BERRIO GRANDAS,,,,,,,,2011
Curso de Corta Duración Dictados,Formación del Recurso Humano,Praxis Musical,,"7.- Extensión extracurricular : Congreso de Músicos Adventistas Colombia, 2011, 
                Idioma: Español, Medio de divulgación: Internet Sitio web: , Participación como Docente, 
                Duración (semanas): 1, Finalidad: Capacitar a los directores de canto e instrumentistas del departamento Lugar: Campamento La Floresta, Institución financiadora: Iglesia Aventista del Séptimo Dia",NELSON JAVIER BERRIO GRANDAS,,,,,,,,2011
Curso de Corta Duración Dictados,Formación del Recurso Humano,Praxis Musical,,"8.- Extensión extracurricular : Simposio de investigación en desarrollo cognitivo Colombia, 2011, 
                Idioma: Español, Medio de divulgación: Papel Sitio web: , Participación como Docente, 
                Duración (semanas): 1, Finalidad: Presentación de diversas ponencias sobre el desarrollo cognitivo a docentes de preescolar de la ciudad Lugar: Corporación universitatria adventista, Institución financiadora",NELSON JAVIER BERRIO GRANDAS,,,,,,,,2011
Curso de Corta Duración Dictados,Formación del Recurso Humano,Praxis Musical,,"9.- Extensión extracurricular : Jornada de Investigación Colombia, 2011, 
                Idioma: Español, Medio de divulgación: Papel Sitio web: , Participación como Docente, 
                Duración (semanas): 1, Finalidad: Exponer avances de la investigación en efectos de la música Lugar: Corporación universitaria adventista, Institución financiadora",NELSON JAVIER BERRIO GRANDAS,,,,,,,,2011
Curso de Corta Duración Dictados,Formación del Recurso Humano,Praxis Musical,,"10.- Extensión extracurricular : Seminario de Filosofía de la Música Cristiana Colombia, 2010, 
                Idioma: Español, Medio de divulgación: Papel Sitio web: , Participación como Docente, 
                Duración (semanas): 0, Finalidad: Capacitacion Lugar: , Institución financiadora: Corporación Universitaria Adventista",NELSON JAVIER BERRIO GRANDAS,,,,,,,,2010
Curso de Corta Duración Dictados,Formación del Recurso Humano,Praxis Musical,,"11.- Extensión extracurricular : Seminario de Filosofía de la Música Cristiana México, 2009, 
                Idioma: Español, Medio de divulgación: Internet Sitio web: , Participación como Docente, 
                Duración (semanas): 0, Finalidad: Capacitacion Lugar: , Institución financiadora: Corporación Universitaria Adventista",NELSON JAVIER BERRIO GRANDAS,,,,,,,,2009
Curso de Corta Duración Dictados,Formación del Recurso Humano,Praxis Musical,,"12.- Extensión extracurricular : Seminario de Filosofía de la Música Cristiana Colombia, 2009, 
                Idioma: Español, Medio de divulgación: Internet Sitio web: , Participación como Docente, 
                Duración (semanas): 0, Finalidad: Capacitacion Lugar: , Institución financiadora: Corporación Universitaria Adventista",NELSON JAVIER BERRIO GRANDAS,,,,,,,,2009
Curso de Corta Duración Dictados,Formación del Recurso Humano,Praxis Musical,,"13.- Extensión extracurricular : DIPLOMADO EN DIRECCIÓN CORAL Colombia, 2009, 
                Idioma: Español, Medio de divulgación: Papel Sitio web: , Participación como Docente, 
                Duración (semanas): 8, Finalidad: CAPACITAR A LÍDERES DE LAS COMUNIDADES RELIGIOSAS PARA LA ORGANIZACIÓN DE AGRUPACIONES CORALES Lugar: ACADEMIA DE MÚSICA DE LA CORPORACIÓN UNIVERSITARIA ADVENTISTA, Institución financiadora",NELSON JAVIER BERRIO GRANDAS,,,,,,,,2009
Curso de Corta Duración Dictados,Formación del Recurso Humano,Praxis Musical,,"14.- Extensión extracurricular : Seminario de Filosofía de la Música Cristiana Colombia, 2008, 
                Idioma: Español, Medio de divulgación: Internet Sitio web: , Participación como Docente, 
                Duración (semanas): 0, Finalidad: Capacitacion Lugar: , Institución financiadora: Corporación Universitaria Adventista",NELSON JAVIER BERRIO GRANDAS,,,,,,,,2008
Curso de Corta Duración Dictados,Formación del Recurso Humano,Praxis Musical,,"15.- Extensión extracurricular : Seminario de Filosofía de la Música Cristiana Colombia, 2005, 
                Idioma: Español, Medio de divulgación: Internet Sitio web: , Participación como Docente, 
                Duración (semanas): 0, Finalidad: Capacitacion Lugar: , Institución financiadora: Corporación Universitaria Adventista",NELSON JAVIER BERRIO GRANDAS,,,,,,,,2005
Trabajos dirigidos/turorías,Formación del Recurso Humano,Praxis Musical,,"1.- Trabajo de grado de maestría o especialidad clínica : Evaluación de la efectividad de la inteligencia artificial, como recurso motivacional en la enseñanza de la Química para estudiantes del grado 10 - B del Colegio Adventista de Ibagué Desde 7 2023 hasta 
                Mayo 2024, Tipo de orientación: Coturor/asesor Nombre del estudiante:
                
                BLANCA EDILMA GARCIA HERRAN , CELMIRA PEREZ PULIDO , NURY NATALIA GARZON AGUIAR
                
                Programa académico: MAESTRÍA EN EDUCACIÓN Número de páginas: 0, Valoración: Distincion laureada, 
                Institución: Corporación Universitaria Adventista Tutor(es)/Cotutor(es): JORGE HOYOS RENTERIA , LEONARDO MAURIS DE LA OSSA",,,,,,,,,2023
